section_model,section_fs,caption,label,tau,alpha,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,latency_mean,latency_std,retain_mean,retain_std,n_runs,support_seed,rank_in_section,is_best_accuracy,is_best_latency,row_color,Accuracy (± std),F1 Macro (± std),"Latency (± std, ms)",Retain (± std),Accuracy (LaTeX),F1 Macro (LaTeX),Latency (LaTeX),Retain (LaTeX)
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,1.5,0.9,0.27678947368421053,0.03522692779653299,0.19678397366289377,0.05661205847751082,13.33512260656486,1.8927537523092166,0.3002140716426431,0.03820817057994159,10,123,26,False,False,,0.2768 ± 0.0352,0.1968 ± 0.0566,13.34 ± 1.89,0.3002 ± 0.0382,0.2768 $\pm$ 0.0352,0.1968 $\pm$ 0.0566,13.34 $\pm$ 1.89,0.3002 $\pm$ 0.0382
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,0.5,0.9,0.2767105263157895,0.035205394778123615,0.19681946448004062,0.0565251041086401,14.444512966632221,2.568879647902854,0.30012844298558583,0.03818481522959034,10,123,27,False,False,,0.2767 ± 0.0352,0.1968 ± 0.0565,14.44 ± 2.57,0.3001 ± 0.0382,0.2767 $\pm$ 0.0352,0.1968 $\pm$ 0.0565,14.44 $\pm$ 2.57,0.3001 $\pm$ 0.0382
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,2.5,0.9,0.27669736842105264,0.03526547354271681,0.19662113787179475,0.05671728472463645,14.98167372662465,1.4955364011195482,0.300114171542743,0.03824997843936746,10,123,28,False,False,,0.2767 ± 0.0353,0.1966 ± 0.0567,14.98 ± 1.50,0.3001 ± 0.0382,0.2767 $\pm$ 0.0353,0.1966 $\pm$ 0.0567,14.98 $\pm$ 1.50,0.3001 $\pm$ 0.0382
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,3.0,0.9,0.2766578947368421,0.035237028811265905,0.19657270205667704,0.05667971575868781,13.82030556001761,1.6570397687742924,0.30007135721421435,0.03821912644007718,10,123,29,False,False,,0.2767 ± 0.0352,0.1966 ± 0.0567,13.82 ± 1.66,0.3001 ± 0.0382,0.2767 $\pm$ 0.0352,0.1966 $\pm$ 0.0567,13.82 $\pm$ 1.66,0.3001 $\pm$ 0.0382
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,0.5,0.1,0.27311842105263157,0.03686538790216343,0.21695357508291582,0.05955304884389173,13.199543466613855,2.4184224288124008,0.296232339089482,0.03998529300077667,10,123,30,False,False,,0.2731 ± 0.0369,0.2170 ± 0.0596,13.20 ± 2.42,0.2962 ± 0.0400,0.2731 $\pm$ 0.0369,0.2170 $\pm$ 0.0596,13.20 $\pm$ 2.42,0.2962 $\pm$ 0.0400
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,2.5,0.1,0.27301315789473685,0.0381209969819214,0.21421706531364645,0.06375347810615403,13.525645093344187,1.9610754108825044,0.29611816754673903,0.04134716384509814,10,123,31,False,False,,0.2730 ± 0.0381,0.2142 ± 0.0638,13.53 ± 1.96,0.2961 ± 0.0413,0.2730 $\pm$ 0.0381,0.2142 $\pm$ 0.0638,13.53 $\pm$ 1.96,0.2961 $\pm$ 0.0413
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,1.0,0.1,0.27292105263157895,0.03779932351392268,0.21525461248650252,0.062200048927619433,14.872102460039972,1.8697860301656788,0.2960182674468389,0.04099826726213963,10,123,32,False,False,,0.2729 ± 0.0378,0.2153 ± 0.0622,14.87 ± 1.87,0.2960 ± 0.0410,0.2729 $\pm$ 0.0378,0.2153 $\pm$ 0.0622,14.87 $\pm$ 1.87,0.2960 $\pm$ 0.0410
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,3.0,0.1,0.27286842105263154,0.03804074575964749,0.2139229036533362,0.06381460049638109,13.713884613380287,1.095079516678904,0.2959611816754674,0.04126012098948493,10,123,33,False,False,,0.2729 ± 0.0380,0.2139 ± 0.0638,13.71 ± 1.10,0.2960 ± 0.0413,0.2729 $\pm$ 0.0380,0.2139 $\pm$ 0.0638,13.71 $\pm$ 1.10,0.2960 $\pm$ 0.0413
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,1.5,0.1,0.27285526315789477,0.03794308613532185,0.21475594314574636,0.06297187817511737,13.919687073366728,2.047325710021029,0.29594691023262454,0.04115419646474184,10,123,34,False,False,,0.2729 ± 0.0379,0.2148 ± 0.0630,13.92 ± 2.05,0.2959 ± 0.0412,0.2729 $\pm$ 0.0379,0.2148 $\pm$ 0.0630,13.92 $\pm$ 2.05,0.2959 $\pm$ 0.0412
T5-small,10,T5-small student results for FS=10.,tab:t5small_fs10,2.0,0.1,0.2728157894736842,0.03812502112881563,0.21437844351380594,0.06341505058016343,13.340172526701886,1.3230906758448169,0.2959040959040959,0.04135152855415995,10,123,35,False,False,,0.2728 ± 0.0381,0.2144 ± 0.0634,13.34 ± 1.32,0.2959 ± 0.0414,0.2728 $\pm$ 0.0381,0.2144 $\pm$ 0.0634,13.34 $\pm$ 1.32,0.2959 $\pm$ 0.0414
