section_model,section_fs,caption,label,tau,alpha,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,latency_mean,latency_std,retain_mean,retain_std,n_runs,support_seed,rank_in_section,is_best_accuracy,is_best_latency,row_color,Accuracy (± std),F1 Macro (± std),"Latency (± std, ms)",Retain (± std),Accuracy (LaTeX),F1 Macro (LaTeX),Latency (LaTeX),Retain (LaTeX)
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,0.5,0.5,0.9118421052631579,0.0030907829697276856,0.9117337372813796,0.003222640380696375,6.785920186909304,0.9410242866588129,0.9634366745446963,0.0032656680897998583,10,123,1,True,False,green!15,0.9118 ± 0.0031,0.9117 ± 0.0032,6.79 ± 0.94,0.9634 ± 0.0033,0.9118 $\pm$ 0.0031,0.9117 $\pm$ 0.0032,6.79 $\pm$ 0.94,0.9634 $\pm$ 0.0033
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,1.5,0.3,0.9117631578947367,0.0032207439748151304,0.9116778318994261,0.003182947701813409,6.775387679808773,0.8700324255513819,0.9633532601139996,0.00340298265099334,10,123,2,False,False,,0.9118 ± 0.0032,0.9117 ± 0.0032,6.78 ± 0.87,0.9634 ± 0.0034,0.9118 $\pm$ 0.0032,0.9117 $\pm$ 0.0032,6.78 $\pm$ 0.87,0.9634 $\pm$ 0.0034
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,2.0,0.7,0.9117368421052632,0.003233024420993536,0.9116295145637003,0.0033023378139854275,7.179821166258383,1.0202223711432215,0.9633254553037676,0.0034159579590644722,10,123,3,False,False,,0.9117 ± 0.0032,0.9116 ± 0.0033,7.18 ± 1.02,0.9633 ± 0.0034,0.9117 $\pm$ 0.0032,0.9116 $\pm$ 0.0033,7.18 $\pm$ 1.02,0.9633 $\pm$ 0.0034
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,2.0,0.5,0.9116578947368422,0.0033736025571493022,0.9115846396826358,0.0034154155020180077,6.73879588682515,0.7249497616190448,0.963242040873071,0.0035644903982114187,10,123,4,False,False,,0.9117 ± 0.0034,0.9116 ± 0.0034,6.74 ± 0.72,0.9632 ± 0.0036,0.9117 $\pm$ 0.0034,0.9116 $\pm$ 0.0034,6.74 $\pm$ 0.72,0.9632 $\pm$ 0.0036
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,1.5,0.5,0.9112631578947369,0.0024874260584848806,0.9112598196205717,0.00243280216214723,7.033163520197074,0.8800457087304682,0.9628249687195884,0.002628171561863628,10,123,5,False,False,,0.9113 ± 0.0025,0.9113 ± 0.0024,7.03 ± 0.88,0.9628 ± 0.0026,0.9113 $\pm$ 0.0025,0.9113 $\pm$ 0.0024,7.03 $\pm$ 0.88,0.9628 $\pm$ 0.0026
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,1.0,0.1,0.9110263157894737,0.002761974126825695,0.9110065180787933,0.0027450218955052588,7.01849028671859,0.744822539941315,0.9625747254274991,0.0029182543255769798,10,123,6,False,False,,0.9110 ± 0.0028,0.9110 ± 0.0027,7.02 ± 0.74,0.9626 ± 0.0029,0.9110 $\pm$ 0.0028,0.9110 $\pm$ 0.0027,7.02 $\pm$ 0.74,0.9626 $\pm$ 0.0029
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,1.5,0.1,0.9107368421052631,0.003039445203785462,0.9105783114137695,0.0032649456493560104,6.795435740350513,0.7959962121369014,0.9622688725149452,0.003211425489888705,10,123,7,False,False,,0.9107 ± 0.0030,0.9106 ± 0.0033,6.80 ± 0.80,0.9623 ± 0.0032,0.9107 $\pm$ 0.0030,0.9106 $\pm$ 0.0033,6.80 $\pm$ 0.80,0.9623 $\pm$ 0.0032
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,2.0,0.3,0.9106578947368421,0.004431344189584249,0.910636653398971,0.004394092528099435,7.375524966919329,0.9030330639265287,0.9621854580842484,0.004682082002063154,10,123,8,False,False,,0.9107 ± 0.0044,0.9106 ± 0.0044,7.38 ± 0.90,0.9622 ± 0.0047,0.9107 $\pm$ 0.0044,0.9106 $\pm$ 0.0044,7.38 $\pm$ 0.90,0.9622 $\pm$ 0.0047
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,2.5,0.5,0.9101184210526316,0.003324347305979406,0.9099672376166081,0.003453190736247907,6.616098320373567,0.6423449431987986,0.9616154594744891,0.003512448147566191,10,123,9,False,False,,0.9101 ± 0.0033,0.9100 ± 0.0035,6.62 ± 0.64,0.9616 ± 0.0035,0.9101 $\pm$ 0.0033,0.9100 $\pm$ 0.0035,6.62 $\pm$ 0.64,0.9616 $\pm$ 0.0035
BERT,1000,BERT student results for FS=1000.,tab:bert_fs1000,1.0,0.3,0.9099736842105262,0.004073425804397745,0.909903551354826,0.003998153994697999,6.500133126634561,0.6239009164159236,0.961462533018212,0.004303911596471971,10,123,10,False,False,,0.9100 ± 0.0041,0.9099 ± 0.0040,6.50 ± 0.62,0.9615 ± 0.0043,0.9100 $\pm$ 0.0041,0.9099 $\pm$ 0.0040,6.50 $\pm$ 0.62,0.9615 $\pm$ 0.0043
