run_name,type,model,ensemble_models,accuracy,f1_macro,params,latency_ms,size_mb,retain_ratio_vs_full,train_seed,support_seed,n_per_class,tau,alpha,epochs,lr,batch_size,max_len
student_bert-base-uncased_fs1000_supp123_seed0_tau1.5_a0.7,student,bert-base-uncased,,0.9077631578947368,0.9080577745701134,109485316,7.913294401563083,417.66114807128906,0.9591269289587099,0,123,1000,1.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau1.5_a0.1,student,bert-base-uncased,,0.9077631578947368,0.9076056533282022,109485316,6.996405332271631,417.66114807128906,0.9591269289587099,3,123,1000,1.5,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau0.5_a0.3,student,bert-base-uncased,,0.9077631578947368,0.9078836596194845,109485316,6.662729800639984,417.66114807128906,0.9591269289587099,5,123,1000,0.5,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed7_tau0.1_a0.5,student,bert-base-uncased,,0.9077631578947368,0.9080073767303245,109485316,5.914384063604909,417.66114807128906,0.9591269289587099,7,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau2.5_a0.3,student,bert-base-uncased,,0.9077631578947368,0.9075275983891381,109485316,7.720980129670352,417.66114807128906,0.9591269289587099,9,123,1000,2.5,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau2.5_a0.5,student,bert-base-uncased,,0.9077631578947368,0.9073129751743894,109485316,6.629662004221852,417.66114807128906,0.9591269289587099,9,123,1000,2.5,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau3.0_a0.9,student,bert-base-uncased,,0.9076315789473685,0.9075200383473946,109485316,7.773287999831761,417.66114807128906,0.958987904907549,2,123,1000,3.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau2.0_a0.9,student,bert-base-uncased,,0.9076315789473685,0.9078167065982662,109485316,6.024969399247008,417.66114807128906,0.958987904907549,5,123,1000,2.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau2.0_a0.9,student,bert-base-uncased,,0.9076315789473685,0.9078839743490998,109485316,7.390071065553154,417.66114807128906,0.958987904907549,8,123,1000,2.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau2.5_a0.9,student,bert-base-uncased,,0.9075,0.9077409932159246,109485316,7.534774200272902,417.66114807128906,0.9588488808563882,3,123,1000,2.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau0.1_a0.5,student,bert-base-uncased,,0.9075,0.9075782642184067,109485316,6.470778933726251,417.66114807128906,0.9588488808563882,4,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed7_tau0.1_a0.1,student,bert-base-uncased,,0.9075,0.9072969476734851,109485316,7.799743267241865,417.66114807128906,0.9588488808563882,7,123,1000,0.1,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau2.0_a0.7,student,bert-base-uncased,,0.9075,0.9072932240717327,109485316,6.512997666141018,417.66114807128906,0.9588488808563882,9,123,1000,2.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau0.1_a0.5,student,bert-base-uncased,,0.9073684210526316,0.9074044304112523,109485316,7.636604201009807,417.66114807128906,0.9587098568052274,0,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau2.5_a0.7,student,bert-base-uncased,,0.9073684210526316,0.9066374323508791,109485316,6.6040349993272685,417.66114807128906,0.9587098568052274,3,123,1000,2.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau1.5_a0.3,student,bert-base-uncased,,0.9073684210526316,0.9070617751757635,109485316,6.92068293186215,417.66114807128906,0.9587098568052274,9,123,1000,1.5,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau0.1_a0.5,student,bert-base-uncased,,0.9072368421052631,0.9072049949099034,109485316,6.6009302022090806,417.66114807128906,0.9585708327540664,2,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau2.0_a0.1,student,bert-base-uncased,,0.9072368421052631,0.9068194031430606,109485316,6.081202331309517,417.66114807128906,0.9585708327540664,9,123,1000,2.0,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau0.1_a0.1,student,bert-base-uncased,,0.9071052631578947,0.9069823701535235,109485316,7.247779000317678,417.66114807128906,0.9584318087029057,6,123,1000,0.1,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau0.5_a0.7,student,bert-base-uncased,,0.9069736842105263,0.9070222518263127,109485316,7.105812332883943,417.66114807128906,0.9582927846517447,4,123,1000,0.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau0.1_a0.3,student,bert-base-uncased,,0.9069736842105263,0.9066046445899698,109485316,7.631453266367316,417.66114807128906,0.9582927846517447,5,123,1000,0.1,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau2.0_a0.7,student,bert-base-uncased,,0.9068421052631579,0.9065069211674756,109485316,9.03970819878547,417.66114807128906,0.958153760600584,2,123,1000,2.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau2.5_a0.9,student,bert-base-uncased,,0.9068421052631579,0.9060749969191122,109485316,7.323184533743188,417.66114807128906,0.958153760600584,4,123,1000,2.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau0.1_a0.7,student,bert-base-uncased,,0.9068421052631579,0.9071340616996136,109485316,6.636849732603878,417.66114807128906,0.958153760600584,5,123,1000,0.1,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau1.0_a0.7,student,bert-base-uncased,,0.9068421052631579,0.9070629664099443,109485316,7.166236932971515,417.66114807128906,0.958153760600584,5,123,1000,1.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau2.5_a0.7,student,bert-base-uncased,,0.9068421052631579,0.9068946925581808,109485316,6.401440200473492,417.66114807128906,0.958153760600584,6,123,1000,2.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau0.1_a0.5,student,bert-base-uncased,,0.9068421052631579,0.9064467470158005,109485316,12.305894067200521,417.66114807128906,0.958153760600584,9,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau1.5_a0.7,student,bert-base-uncased,,0.9067105263157895,0.9064732598132659,109485316,6.8552069332023775,417.66114807128906,0.9580147365494232,1,123,1000,1.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau0.5_a0.9,student,bert-base-uncased,,0.9067105263157895,0.9067007006456502,109485316,7.36858939975112,417.66114807128906,0.9580147365494232,4,123,1000,0.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau0.1_a0.1,student,bert-base-uncased,,0.9067105263157895,0.906647291864221,109485316,8.288264400713766,417.66114807128906,0.9580147365494232,5,123,1000,0.1,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau1.0_a0.1,student,bert-base-uncased,,0.9067105263157895,0.9070619541210149,109485316,8.029812332824804,417.66114807128906,0.9580147365494232,6,123,1000,1.0,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed7_tau1.5_a0.5,student,bert-base-uncased,,0.9067105263157895,0.9068391702724513,109485316,7.085645933208677,417.66114807128906,0.9580147365494232,7,123,1000,1.5,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed7_tau2.5_a0.9,student,bert-base-uncased,,0.9064473684210527,0.906468675054345,109485316,7.713773203431629,417.66114807128906,0.9577366884471015,7,123,1000,2.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau2.0_a0.9,student,bert-base-uncased,,0.9064473684210527,0.9066176691190233,109485316,7.029220999296133,417.66114807128906,0.9577366884471015,9,123,1000,2.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau3.0_a0.7,student,bert-base-uncased,,0.9064473684210527,0.9058593162361078,109485316,5.847910861484706,417.66114807128906,0.9577366884471015,9,123,1000,3.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau1.0_a0.1,student,bert-base-uncased,,0.9063157894736842,0.9059248835471275,109485316,5.454896998223073,417.66114807128906,0.9575976643959405,0,123,1000,1.0,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau0.5_a0.7,student,bert-base-uncased,,0.9063157894736842,0.9067661844195403,109485316,6.709551932969286,417.66114807128906,0.9575976643959405,1,123,1000,0.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau0.1_a0.5,student,bert-base-uncased,,0.9061842105263158,0.9064123029823201,109485316,6.988756132583755,417.66114807128906,0.9574586403447797,5,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau3.0_a0.7,student,bert-base-uncased,,0.9061842105263158,0.9061432197540739,109485316,6.058388734042334,417.66114807128906,0.9574586403447797,8,123,1000,3.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau0.1_a0.7,student,bert-base-uncased,,0.9061842105263158,0.9062181592230902,109485316,9.529497330853095,417.66114807128906,0.9574586403447797,9,123,1000,0.1,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau3.0_a0.9,student,bert-base-uncased,,0.9060526315789473,0.9056143690305936,109485316,6.285979733608353,417.66114807128906,0.9573196162936188,0,123,1000,3.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau2.0_a0.9,student,bert-base-uncased,,0.9060526315789473,0.9059906917983015,109485316,6.208854200182638,417.66114807128906,0.9573196162936188,4,123,1000,2.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau0.5_a0.1,student,bert-base-uncased,,0.9060526315789473,0.9053894597030177,109485316,6.524472268453489,417.66114807128906,0.9573196162936188,8,123,1000,0.5,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau2.0_a0.9,student,bert-base-uncased,,0.905921052631579,0.9057356756353592,109485316,5.93313086622705,417.66114807128906,0.957180592242458,0,123,1000,2.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau3.0_a0.7,student,bert-base-uncased,,0.905921052631579,0.9053688459710908,109485316,6.306096731956738,417.66114807128906,0.957180592242458,1,123,1000,3.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau1.5_a0.1,student,bert-base-uncased,,0.905921052631579,0.9051654194705705,109485316,6.485444666274513,417.66114807128906,0.957180592242458,9,123,1000,1.5,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau2.0_a0.3,student,bert-base-uncased,,0.905921052631579,0.9052259089470513,109485316,8.49843819742091,417.66114807128906,0.957180592242458,9,123,1000,2.0,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau0.1_a0.5,student,bert-base-uncased,,0.9057894736842105,0.9057345387745908,109485316,8.059384066533918,417.66114807128906,0.957041568191297,6,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau1.0_a0.7,student,bert-base-uncased,,0.9056578947368421,0.9057673151632776,109485316,7.383191199915018,417.66114807128906,0.9569025441401363,1,123,1000,1.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau2.5_a0.9,student,bert-base-uncased,,0.9056578947368421,0.9054081686363116,109485316,6.186101269364978,417.66114807128906,0.9569025441401363,6,123,1000,2.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau2.5_a0.7,student,bert-base-uncased,,0.9056578947368421,0.905332925127015,109485316,6.6708067335033165,417.66114807128906,0.9569025441401363,9,123,1000,2.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau3.0_a0.9,student,bert-base-uncased,,0.9055263157894737,0.9056407508977011,109485316,7.054503600132496,417.66114807128906,0.9567635200889755,1,123,1000,3.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau2.0_a0.3,student,bert-base-uncased,,0.9053947368421053,0.9058523910951897,109485316,6.370334665795478,417.66114807128906,0.9566244960378145,2,123,1000,2.0,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau1.0_a0.5,student,bert-base-uncased,,0.9053947368421053,0.9050904103034891,109485316,7.406899268971756,417.66114807128906,0.9566244960378145,5,123,1000,1.0,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau0.5_a0.7,student,bert-base-uncased,,0.9053947368421053,0.9057197878519714,109485316,6.844164597957085,417.66114807128906,0.9566244960378145,9,123,1000,0.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau2.5_a0.1,student,bert-base-uncased,,0.9052631578947369,0.9053329609460827,109485316,6.04206419957336,417.66114807128906,0.9564854719866538,3,123,1000,2.5,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau2.0_a0.3,student,bert-base-uncased,,0.9052631578947369,0.90547272313776,109485316,8.701696599503824,417.66114807128906,0.9564854719866538,4,123,1000,2.0,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau1.0_a0.9,student,bert-base-uncased,,0.9051315789473684,0.9047695724804324,109485316,7.580850866118756,417.66114807128906,0.9563464479354928,2,123,1000,1.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau1.5_a0.9,student,bert-base-uncased,,0.9051315789473684,0.9050265829144639,109485316,6.516803534274611,417.66114807128906,0.9563464479354928,5,123,1000,1.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau2.0_a0.5,student,bert-base-uncased,,0.9051315789473684,0.9046733500437187,109485316,6.760192066819097,417.66114807128906,0.9563464479354928,5,123,1000,2.0,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau0.1_a0.7,student,bert-base-uncased,,0.905,0.9044808266157901,109485316,7.166277333453763,417.66114807128906,0.9562074238843321,0,123,1000,0.1,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau3.0_a0.1,student,bert-base-uncased,,0.905,0.9046142955960441,109485316,8.002187199599575,417.66114807128906,0.9562074238843321,1,123,1000,3.0,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau0.1_a0.9,student,bert-base-uncased,,0.905,0.9044250931872501,109485316,6.830047664698213,417.66114807128906,0.9562074238843321,5,123,1000,0.1,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau0.1_a0.1,student,bert-base-uncased,,0.9048684210526315,0.9042082976539568,109485316,7.642478600610048,417.66114807128906,0.9560683998331712,1,123,1000,0.1,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau0.5_a0.9,student,bert-base-uncased,,0.9047368421052632,0.9049545586036764,109485316,6.523121465579607,417.66114807128906,0.9559293757820103,0,123,1000,0.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau0.1_a0.5,student,bert-base-uncased,,0.9047368421052632,0.9043250392640441,109485316,6.452666065888479,417.66114807128906,0.9559293757820103,8,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau2.5_a0.7,student,bert-base-uncased,,0.9046052631578947,0.9048320731219245,109485316,5.88457473301484,417.66114807128906,0.9557903517308495,0,123,1000,2.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau1.5_a0.9,student,bert-base-uncased,,0.9046052631578947,0.9048393963665368,109485316,7.398519466126648,417.66114807128906,0.9557903517308495,1,123,1000,1.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau3.0_a0.1,student,bert-base-uncased,,0.9046052631578947,0.905078172607986,109485316,6.957780532441878,417.66114807128906,0.9557903517308495,3,123,1000,3.0,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau0.5_a0.9,student,bert-base-uncased,,0.9044736842105263,0.9045540210197518,109485316,6.3033262665461125,417.66114807128906,0.9556513276796886,3,123,1000,0.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau0.5_a0.5,student,bert-base-uncased,,0.9044736842105263,0.9039301543308059,109485316,7.5652857320771245,417.66114807128906,0.9556513276796886,5,123,1000,0.5,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau2.5_a0.1,student,bert-base-uncased,,0.9042105263157895,0.9043640812445788,109485316,5.98044660097609,417.66114807128906,0.955373279577367,0,123,1000,2.5,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau3.0_a0.5,student,bert-base-uncased,,0.9040789473684211,0.9039522924342988,109485316,7.56083813321311,417.66114807128906,0.9552342555262061,0,123,1000,3.0,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau1.0_a0.3,student,bert-base-uncased,,0.9040789473684211,0.9040507691341061,109485316,5.894828865226979,417.66114807128906,0.9552342555262061,1,123,1000,1.0,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau0.1_a0.1,student,bert-base-uncased,,0.9040789473684211,0.9041378779628451,109485316,10.862983601206603,417.66114807128906,0.9552342555262061,2,123,1000,0.1,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau1.0_a0.3,student,bert-base-uncased,,0.9040789473684211,0.9043045370242291,109485316,7.006833267708619,417.66114807128906,0.9552342555262061,2,123,1000,1.0,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau2.0_a0.1,student,bert-base-uncased,,0.9039473684210526,0.9041917104607242,109485316,5.4165863334977375,417.66114807128906,0.9550952314750452,0,123,1000,2.0,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau2.5_a0.3,student,bert-base-uncased,,0.9039473684210526,0.9042870107504386,109485316,7.432853999974516,417.66114807128906,0.9550952314750452,0,123,1000,2.5,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau2.5_a0.9,student,bert-base-uncased,,0.9039473684210526,0.9037302169954687,109485316,7.530373531820563,417.66114807128906,0.9550952314750452,0,123,1000,2.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau3.0_a0.7,student,bert-base-uncased,,0.9038157894736842,0.9031549493255232,109485316,7.687570065415154,417.66114807128906,0.9549562074238844,2,123,1000,3.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau0.1_a0.7,student,bert-base-uncased,,0.9038157894736842,0.9039476040417173,109485316,6.449291133321822,417.66114807128906,0.9549562074238844,4,123,1000,0.1,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau0.1_a0.7,student,bert-base-uncased,,0.9036842105263158,0.9037032248609354,109485316,6.426683200212817,417.66114807128906,0.9548171833727235,6,123,1000,0.1,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau0.5_a0.7,student,bert-base-uncased,,0.9036842105263158,0.9035975605311876,109485316,8.276656530991508,417.66114807128906,0.9548171833727235,8,123,1000,0.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau0.5_a0.1,student,bert-base-uncased,,0.9034210526315789,0.9037856775177122,109485316,5.763602133083623,417.66114807128906,0.9545391352704018,1,123,1000,0.5,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau0.5_a0.7,student,bert-base-uncased,,0.9034210526315789,0.9037531758270485,109485316,6.236651466557912,417.66114807128906,0.9545391352704018,3,123,1000,0.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed7_tau0.5_a0.9,student,bert-base-uncased,,0.9034210526315789,0.9025718903609417,109485316,9.279409333248623,417.66114807128906,0.9545391352704018,7,123,1000,0.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau3.0_a0.3,student,bert-base-uncased,,0.9034210526315789,0.9029154106128544,109485316,7.510289266550292,417.66114807128906,0.9545391352704018,8,123,1000,3.0,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau0.5_a0.3,student,bert-base-uncased,,0.9032894736842105,0.9027561044573288,109485316,7.529126865362438,417.66114807128906,0.954400111219241,1,123,1000,0.5,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed7_tau1.5_a0.9,student,bert-base-uncased,,0.9030263157894737,0.9028250557799131,109485316,11.19962346565444,417.66114807128906,0.9541220631169193,7,123,1000,1.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau1.0_a0.9,student,bert-base-uncased,,0.9030263157894737,0.9024121515348342,109485316,8.044549732585438,417.66114807128906,0.9541220631169193,8,123,1000,1.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau0.5_a0.9,student,bert-base-uncased,,0.9027631578947368,0.9016944577074638,109485316,6.710496998857707,417.66114807128906,0.9538440150145976,6,123,1000,0.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed7_tau0.1_a0.7,student,bert-base-uncased,,0.9027631578947368,0.9029738321919699,109485316,5.944197467761114,417.66114807128906,0.9538440150145976,7,123,1000,0.1,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau0.1_a0.3,student,bert-base-uncased,,0.9026315789473685,0.903246242084932,109485316,6.302269799440789,417.66114807128906,0.9537049909634367,4,123,1000,0.1,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau3.0_a0.9,student,bert-base-uncased,,0.9022368421052631,0.9023110923336007,109485316,8.80667520056401,417.66114807128906,0.9532879188099541,3,123,1000,3.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau1.0_a0.9,student,bert-base-uncased,,0.9022368421052631,0.9017356663371058,109485316,5.947518870622541,417.66114807128906,0.9532879188099541,9,123,1000,1.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau2.5_a0.5,student,bert-base-uncased,,0.9021052631578947,0.9017336239632798,109485316,7.190343667753041,417.66114807128906,0.9531488947587933,5,123,1000,2.5,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau1.0_a0.7,student,bert-base-uncased,,0.9014473684210527,0.9010760127161723,109485316,7.732819666853175,417.66114807128906,0.9524537745029891,6,123,1000,1.0,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau1.0_a0.9,student,bert-base-uncased,,0.9011842105263158,0.9019708028041655,109485316,6.8244359334736755,417.66114807128906,0.9521757264006674,0,123,1000,1.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau3.0_a0.3,student,bert-base-uncased,,0.900921052631579,0.900907159026981,109485316,5.812692467588931,417.66114807128906,0.9518976782983457,0,123,1000,3.0,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau0.1_a0.9,student,bert-base-uncased,,0.9006578947368421,0.9008084972337477,109485316,7.331460065324791,417.66114807128906,0.9516196301960239,2,123,1000,0.1,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed2_tau1.5_a0.7,student,bert-base-uncased,,0.9006578947368421,0.900225030989463,109485316,7.933154535324623,417.66114807128906,0.9516196301960239,2,123,1000,1.5,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau1.5_a0.9,student,bert-base-uncased,,0.9005263157894737,0.8997625320926907,109485316,6.079025598592125,417.66114807128906,0.9514806061448632,3,123,1000,1.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau0.1_a0.5,student,bert-base-uncased,,0.8997368421052632,0.8998515151685663,109485316,8.300422067016674,417.66114807128906,0.950646461837898,3,123,1000,0.1,0.5,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau3.0_a0.9,student,bert-base-uncased,,0.8997368421052632,0.900253367642421,109485316,7.1380001327876625,417.66114807128906,0.950646461837898,4,123,1000,3.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed0_tau3.0_a0.1,student,bert-base-uncased,,0.8996052631578947,0.8997924562173827,109485316,7.91376453465394,417.66114807128906,0.9505074377867371,0,123,1000,3.0,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau1.0_a0.9,student,bert-base-uncased,,0.8996052631578947,0.8992072039721934,109485316,6.716427532956004,417.66114807128906,0.9505074377867371,5,123,1000,1.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed6_tau2.0_a0.9,student,bert-base-uncased,,0.8990789473684211,0.8977200052721549,109485316,9.02437646582257,417.66114807128906,0.9499513415820938,6,123,1000,2.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau0.1_a0.1,student,bert-base-uncased,,0.8989473684210526,0.898710890718297,109485316,7.566293199003364,417.66114807128906,0.9498123175309329,8,123,1000,0.1,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed8_tau0.1_a0.7,student,bert-base-uncased,,0.8985526315789474,0.8989127350605794,109485316,7.11402573409335,417.66114807128906,0.9493952453774503,8,123,1000,0.1,0.7,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau0.1_a0.3,student,bert-base-uncased,,0.8982894736842105,0.898261762430588,109485316,5.6377862677133335,417.66114807128906,0.9491171972751287,9,123,1000,0.1,0.3,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed4_tau1.0_a0.9,student,bert-base-uncased,,0.8953947368421052,0.8948846372460624,109485316,6.652383733793006,417.66114807128906,0.9460586681495899,4,123,1000,1.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed5_tau0.5_a0.9,student,bert-base-uncased,,0.8953947368421052,0.8946381914581808,109485316,7.31858593353536,417.66114807128906,0.9460586681495899,5,123,1000,0.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau2.5_a0.9,student,bert-base-uncased,,0.8922368421052631,0.8909980964358857,109485316,6.359913659980521,417.66114807128906,0.9427220909217294,9,123,1000,2.5,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed1_tau1.0_a0.9,student,bert-base-uncased,,0.8918421052631579,0.8916574644114874,109485316,6.107788666849956,417.66114807128906,0.9423050187682469,1,123,1000,1.0,0.9,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed9_tau0.1_a0.1,student,bert-base-uncased,,0.890921052631579,0.8901948319480706,109485316,5.9999165978903575,417.66114807128906,0.941331850410121,9,123,1000,0.1,0.1,5,2e-05,8,128
student_bert-base-uncased_fs1000_supp123_seed3_tau1.5_a0.7,student,bert-base-uncased,,0.8890789473684211,0.8877089157369737,109485316,6.259548732972083,417.66114807128906,0.9393855136938691,3,123,1000,1.5,0.7,5,2e-05,8,128
